Name,NetWorth,Country,Source,Rank,Age,Industry,Continent
Ali Ghodsi,$1.8 B,Sweden,data analytics,1750,42,Technology,Europe
Carl Hansen,$1.8 B,Canada,biotech,1750,47,Healthcare,North America
He Xinming family,$1.8 B,China,ceramic,1750,65,Manufacturing,Asia
William Heinecke,$1.8 B,Thailand,hotels,1750,71,Real Estate,Asia
Brian Higgins,$1.8 B,United States,hedge funds,1750,56,Finance & Investments,North America
David Hindawi,$1.8 B,United States,software,1750,76,Technology,North America
Drew Houston,$1.8 B,United States,cloud storage service,1750,38,Technology,North America
Thomas James,$1.8 B,United States,finance,1750,78,Finance & Investments,North America
Stephen Jarislowsky,$1.8 B,Canada,money management,1750,95,Finance & Investments,North America
Jin Huiming,$1.8 B,China,real estate,1750,68,Real Estate,Asia
Willis Johnson,$1.8 B,United States,damaged cars,1750,73,Automotive,North America
Dmitry Kamenshchik,$1.8 B,Russia,airport,1750,52,Service,Asia
Ihor Kolomoyskyy,$1.8 B,Ukraine,"banking, investments",1750,58,Diversified,Europe
Marc Lasry,$1.8 B,United States,hedge funds,1750,60,Finance & Investments,North America
Lee Boo-jin,$1.8 B,South Korea,Samsung,1750,50,Service,Asia
Lei Jufang,$1.8 B,China,pharmaceuticals,1750,68,Healthcare,Asia
Wolfgang Leitner,$1.8 B,Austria,engineering,1750,68,Construction & Engineering,Australia
Li Rucheng,$1.8 B,China,apparel,1750,69,Fashion & Retail,Asia
Vincent Lo,$1.8 B,Hong Kong,real estate,1750,72,Real Estate,Asia
Juan Lopez-Belmonte Lopez & family,$1.8 B,Spain,pharmacueticals,1750,N/A,Healthcare,Western Europe
Lv Dalong,$1.8 B,China,telecom services,1750,59,Telecom,Asia
Joao Roberto Marinho,$1.8 B,Brazil,media,1750,67,Media & Entertainment,South America
Jose Roberto Marinho,$1.8 B,Brazil,media,1750,65,Media & Entertainment,South America
Roberto Irineu Marinho,$1.8 B,Brazil,media,1750,73,Media & Entertainment,South America
Miao Shouliang,$1.8 B,China,real estate,1750,66,Real Estate,Asia
Romano Minozzi,$1.8 B,Italy,"utilities, diversified",1750,86,Diversified,Europe
Nick Molnar,$1.8 B,Australia,fintech,1750,30,Finance & Investments,Australia
Oei Hong Leong,$1.8 B,Singapore,investments,1750,73,Finance & Investments,Asia
Kazuo Okada,$1.8 B,Japan,casinos,1750,78,Gambling & Casinos,Asia
John Oyler,$1.8 B,United States,biotech,1750,53,Healthcare,North America
Husnu Ozyegin,$1.8 B,Turkey,"finance, diversified",1750,76,Finance & Investments,Europe and Asia
Tor Peterson,$1.8 B,United States,commodities,1750,56,Metals & Mining,North America
Jorge Pinheiro Koren de Lima,$1.8 B,Brazil,"hospitals, health insurance",1750,48,Healthcare,South America
Candido Pinheiro Koren de Lima Junior,$1.8 B,Brazil,"hospitals, health insurance",1750,50,Healthcare,South America
Pu Zhongjie & family,$1.8 B,China,medical equipment,1750,58,Healthcare,Asia
Qin Long,$1.8 B,China,tire,1750,55,Manufacturing,Asia
Alvaro Saieh Bendeck,$1.8 B,Chile,banking,1750,71,Finance & Investments,South America
Glenn Sanford,$1.8 B,United States,real estate brokerage,1750,54,Real Estate,North America
Leonard Schleifer,$1.8 B,United States,pharmaceuticals,1750,68,Healthcare,North America
Shang Xiaobo & family,$1.8 B,China,Manufacturing,1750,47,Manufacturing,Asia
Shi Wen-long,$1.8 B,Taiwan,plastics,1750,93,Manufacturing,Asia
Shi Yifeng,$1.8 B,China,medical cosmetics,1750,47,Healthcare,Asia
Sergei Studennikov,$1.8 B,Russia,"liquor stores, supermarkets",1750,54,Fashion & Retail,Europe and Asia
Sun Guangxin,$1.8 B,China,diversified,1750,58,Diversified,Asia
Henry Swieca,$1.8 B,United States,hedge funds,1750,63,Finance & Investments,North America
Tan Yu Yeh,$1.8 B,Malaysia,retail,1750,50,Fashion & Retail,Asia
Torbjorn Tornqvist,$1.8 B,Sweden,oil trading,1750,67,Energy,Europe
Martin Viessmann,$1.8 B,Germany,heating and cooling equipment,1750,67,Manufacturing,Western Europe
Wang Lizhan,$1.8 B,China,sauce,1750,N/A,Food & Beverage,Asia
Wei Lidong & family,$1.8 B,China,software,1750,45,Technology,Asia
Kanye West,$1.8 B,United States,"music, sneakers",1750,43,Fashion & Retail,North America
Wu Bo,$1.8 B,China,machinery,1750,66,Manufacturing,Asia
Wu Kaiting,$1.8 B,Hong Kong,electronics,1750,51,Telecom,Asia
Wu Xushun & family,$1.8 B,China,internet,1750,72,Diversified,Asia
Xu Guozhong & family,$1.8 B,China,Motors,1750,57,Manufacturing,Asia
Yang Tingdong,$1.8 B,China,brewery,1750,60,Food & Beverage,Asia
Zhang Xuexin & family,$1.8 B,China,aluminum,1750,73,Metals & Mining,Asia
Zhang Yubai,$1.8 B,China,wine,1750,56,Food & Beverage,Asia
Zhao Weiguo,$1.8 B,China,IT products,1750,54,Technology,Asia
Chirayu Amin,$1.7 B,India,pharmaceuticals,1833,74,Healthcare,Asia
Marc Andreessen,$1.7 B,United States,venture capital investing,1833,49,Finance & Investments,North America
Vasily Anisimov,$1.7 B,Russia,real estate,1833,69,Metals & Mining,Europe and Asia
Sabrina Benetton,$1.7 B,Italy,"fashion retail, investments",1833,47,Fashion & Retail,Europe
Nicolas Berggruen,$1.7 B,United States,investments,1833,59,Finance & Investments,North America
Alex Birkenstock,$1.7 B,Germany,shoes,1833,52,Fashion & Retail, Europe
Christian Birkenstock,$1.7 B,Germany,shoes,1833,48,Fashion & Retail, Europe
Henadiy Boholyubov,$1.7 B,Ukraine,"banking, investments",1833,59,Diversified, Europe
Peter Buck,$1.7 B,United States,Subway sandwich shops,1833,90,Food & Beverage,North America
Saket Burman,$1.7 B,United Kingdom,consumer goods,1833,44,Food & Beverage,North America
Stewart Butterfield,$1.7 B,Canada,messaging software,1833,48,Technology,North America
Giuliana Caprotti,$1.7 B,Italy,supermarkets,1833,80,Food & Beverage,Europe
Marina Caprotti,$1.7 B,Italy,supermarkets,1833,43,Food & Beverage,Europe
R.G. Chandramogan,$1.7 B,India,dairy,1833,72,Food & Beverage,Asia
Richard Chang,$1.7 B,Taiwan,"real estate, electronics",1833,74,Real Estate,Asia
Chao Teng-hsiung,$1.7 B,Taiwan,real estate,1833,76,Real Estate,Asia
Chen Guoxiang & family,$1.7 B,China,real estate,1833,70,Real Estate,Asia
Tony Chen,$1.7 B,Taiwan,electronics,1833,71,Technology,Asia
Chen Wenyuan & family,$1.7 B,China,testing equipment,1833,53,Technology,Asia
Chen Xueling,$1.7 B,China,stationery,1833,53,Manufacturing,Asia
Cheng Xianfeng,$1.7 B,China,pharmaceuticals,1833,52,Healthcare,Asia
Daniel Chiu,$1.7 B,Hong Kong,oil & gas,1833,60,Energy,Asia
Ivan Chrenko,$1.7 B,Slovakia,real estate,1833,53,Real Estate, Europe
Brunello Cucinelli & family,$1.7 B,Italy,fashion,1833,67,Fashion & Retail, Europe
Alexandra Daitch,$1.7 B,United States,Cargill,1833,58,Food & Beverage,North America
Henry Engelhardt,$1.7 B,United States,insurance,1833,63,Finance & Investments,North America
Philip Fayer,$1.7 B,Canada,online payments,1833,N/A,Finance & Investments,North America
David Feffer,$1.7 B,Brazil,pulp and paper,1833,64,Manufacturing,South America
Paul Foster,$1.7 B,United States,oil refining,1833,63,Energy,North America
Bernd Freier,$1.7 B,Germany,fashion retail,1833,64,Fashion & Retail, Europe
Robert Friedland,$1.7 B,United States,mining,1833,70,Metals & Mining,North America
Giammaria Giuliani,$1.7 B,Switzerland,pharmaceuticals,1833,43,Healthcare, Europe
G. Gnanalingam,$1.7 B,Malaysia,ports,1833,76,Logistics,Asia
Christopher Goldsbury,$1.7 B,United States,salsa,1833,78,Food & Beverage,North America
Said Gutseriev,$1.7 B,Russia,"oil, retail",1833,32,Energy,Europe and Asia
Chang-Woo Han & family,$1.7 B,Japan,pachinko parlors,1833,90,Gambling & Casinos,Asia
John Hancock,$1.7 B,Australia,mining,1833,45,Metals & Mining,Asia
Patrick Hanrahan,$1.7 B,United States,software,1833,65,Technology,North America
Christoph Henkel,$1.7 B,Germany,consumer goods,1833,63,Fashion & Retail, Europe
Anurang Jain,$1.7 B,India,auto parts,1833,59,Manufacturing,Asia
Devendra Jain,$1.7 B,India,chemicals,1833,92,Manufacturing,Asia
Jia Tianjiang & family,$1.7 B,China,non-ferrous metals,1833,58,Metals & Mining,Asia
Eric Jing,$1.7 B,China,e-commerce,1833,48,Technology,Asia
Chatchai Kaewbootta,$1.7 B,Thailand,auto loans,1833,69,Finance & Investments,Asia
Sergei Katsiev,$1.7 B,Russia,"retail, wholesale",1833,63,Fashion & Retail,Europe and Asia
Kim Sang-yeol,$1.7 B,South Korea,construction,1833,60,Construction & Engineering,Asia
Kagemasa Kozuki,$1.7 B,Japan,video games,1833,80,Technology,Asia
Edward Lampert,$1.7 B,United States,Sears,1833,58,Finance & Investments,North America
Lee Joon-ho,$1.7 B,South Korea,online games,1833,56,Technology,Asia
Lee Seo-hyun,$1.7 B,South Korea,Samsung,1833,47,Diversified,Asia
Jimmy John Liautaud,$1.7 B,United States,sandwich chain,1833,57,Food & Beverage,North America
David Lichtenstein,$1.7 B,United States,real estate,1833,59,Real Estate,North America
Bill Liu,$1.7 B,China,electronics,1833,38,Technology,Asia
Lu Di,$1.7 B,China,drones,1833,N/A,Technology,Asia
Ma Xiuhui,$1.7 B,China,LED lighting,1833,50,Manufacturing,Asia
Sarah MacMillan,$1.7 B,United States,Cargill,1833,67,Food & Beverage,North America
Yves-Loic Martin,$1.7 B,France,laboratory services,1833,55,Healthcare, Europe
Todd McKinnon,$1.7 B,United States,software,1833,49,Technology,North America
Shalom Meckenzie,$1.7 B,Israel,â˜…,1833,44,Gambling & Casinos,Asia
Gary Michelson,$1.7 B,United States,medical patents,1833,72,Healthcare,North America
Narendrakumar Parekh,$1.7 B,India,adhesives,1833,82,Manufacturing,Asia
Jorge Perez,$1.7 B,United States,real estate,1833,71,Real Estate,North America
Markus Persson,$1.7 B,Sweden,computer games,1833,41,Media & Entertainment, Europe
Nicholas Pritzker,$1.7 B,United States,"hotels, investments",1833,77,Finance & Investments,North America
Theodore Rachmat,$1.7 B,Indonesia,diversified,1833,77,Diversified,Asia
Megdet Rahimkulov & family,$1.7 B,Russia,investments,1833,75,Finance & Investments,Europe and Asia
Jerry Reinsdorf,$1.7 B,United States,sports teams,1833,85,Sports,North America
Mochtar Riady & family,$1.7 B,Indonesia,diversified,1833,91,Diversified,Asia
Bianca Rinehart,$1.7 B,Australia,mining,1833,44,Metals & Mining,Australia
Ginia Rinehart,$1.7 B,Australia,mining,1833,34,Metals & Mining,Australia
Fernando Roig,$1.7 B,Spain,supermarkets,1833,73,Fashion & Retail,West Europe
Sheryl Sandberg,$1.7 B,United States,Facebook,1833,51,Technology,North America
Andres Santo Domingo,$1.7 B,United States,beer,1833,42,Food & Beverage,North America
Ivan Savvidis,$1.7 B,Russia,agribusiness,1833,62,Diversified,Europe and Asia
Shao Genhuo,$1.7 B,China,agribusiness,1833,55,Food & Beverage,Asia
Shao Qinxiang,$1.7 B,China,diversified,1833,66,Manufacturing,Asia
Rajju Shroff,$1.7 B,India,agrochemicals,1833,87,Manufacturing,Asia
Lucy Stitzer,$1.7 B,United States,Cargill,1833,61,Food & Beverage,North America
Djoko Susanto,$1.7 B,Indonesia,supermarkets,1833,71,Fashion & Retail,Asia
Peter Szulczewski,$1.7 B,Canada,e-commerce,1833,39,Technology,North America
Vonnarat Tangkaravakoon,$1.7 B,Thailand,"wire & cables, paints",1833,49,Manufacturing,Asia
Ion Tiriac,$1.7 B,Romania,"banking, insurance",1833,81,Finance & Investments, Europe
Robert Toennies,$1.7 B,Germany,meat processing,1833,42,Food & Beverage, Europe
Tung Ching Sai,$1.7 B,China,manufacturing,1833,56,Manufacturing,Asia
Pavel Tykac,$1.7 B,Czechia,coal mines,1833,56,Metals & Mining, Europe
Rufino Vigil Gonzalez,$1.7 B,Mexico,steel,1833,72,Metals & Mining,North America
Wang Junmin,$1.7 B,China,pharmaceuticals,1833,52,Healthcare,Asia
Wang Yanqing & family,$1.7 B,China,carbon fiber products,1833,74,Manufacturing,Asia
Charlotte Colket Weber,$1.7 B,United States,Campbell Soup,1833,78,Food & Beverage,North America
Hope Welker,$1.7 B,Australia,mining,1833,35,Metals & Mining,Australia
Wu Ying,$1.7 B,China,materials,1833,56,Manufacturing,Asia
Wu Yulan,$1.7 B,China,pharmaceuticals,1833,51,Healthcare,Asia
Xie Weitong,$1.7 B,Taiwan,cobalt,1833,64,Metals & Mining,Asia
Xu Xudong & family,$1.7 B,China,auto parts,1833,51,Automotive,Asia
Yang Yunyun,$1.7 B,China,retail,1833,44,Fashion & Retail,Asia
Ye Yanqiao,$1.7 B,China,soy sauce,1833,51,Food & Beverage,Asia
Zeng Chaoyi,$1.7 B,China,aluminum products,1833,52,Manufacturing,Asia
Zhang Guiping & family,$1.7 B,China,real estate,1833,69,Real Estate,Asia
Faisal Bin Qassim Al Thani,$1.6 B,Qatar,"hotels, diversified",1931,73,Diversified,Asia
Patricia Angelini Rossi,$1.6 B,Chile,"forestry, mining",1931,67,Diversified,South America
Lesley Bamberger,$1.6 B,Netherlands,real estate,1931,55,Real Estate, Europe
William Boyd,$1.6 B,United States,"casinos, banking",1931,89,Gambling & Casinos,North America
Bernhard Braun-Luedicke,$1.6 B,Germany,medical technology,1931,44,Healthcare,South America
Eva Maria Braun-Luedicke,$1.6 B,Germany,medical technology,1931,34,Healthcare,South America
Friederike Braun-Luedicke,$1.6 B,Germany,medical technology,1931,37,Healthcare,South America
Amit Burman,$1.6 B,India,consumer goods,1931,51,Food & Beverage,Asia
Jean-Pierre Cayard,$1.6 B,France,spirits,1931,78,Food & Beverage, Europe
Chen Kaichen,$1.6 B,China,household chemicals,1931,N/A,Manufacturing,Asia
Chen Qiongxiang,$1.6 B,China,batteries,1931,N/A,Energy,Asia
Chen Xuehua,$1.6 B,China,nonferrous,1931,60,Metals & Mining,Asia
Chen Yung-tai,$1.6 B,Taiwan,real estate,1931,85,Real Estate,Asia
Chen Zemin & family,$1.6 B,China,food,1931,78,Food & Beverage,Asia
Ryan Cohen,$1.6 B,Canada,investments,1931,35,Finance & Investments,North America
Norbert Dentressangle,$1.6 B,France,"transport, logistics",1931,66,Logistics, Europe
Mohammed Dewji,$1.6 B,Tanzania,diversified,1931,45,Diversified,Africa
Ding Lieming & family,$1.6 B,China,pharmaceuticals,1931,57,Healthcare,Asia
Domenico Dolce,$1.6 B,Italy,luxury goods,1931,62,Fashion & Retail, Europe
Lisa Draexlmaier,$1.6 B,Germany,auto parts,1931,30,Automotive,South America
Alfredo Egydio Arruda Villela Filho,$1.6 B,Brazil,banking,1931,51,Finance & Investments,South America
Daniel Feffer,$1.6 B,Brazil,pulp and paper,1931,61,Manufacturing,South America
Jorge Feffer,$1.6 B,Brazil,pulp and paper,1931,56,Manufacturing,South America
Ruben Feffer,$1.6 B,Brazil,pulp and paper,1931,51,Manufacturing,South America
Henrik Fisker,$1.6 B,United States,â˜…,1931,57,Automotive,North America
Miguel Fluxa Rossello,$1.6 B,Spain,hotels,1931,82,Service,West Europe
Donald Foss,$1.6 B,United States,auto loans,1931,76,Automotive,North America
Susumu Fujita,$1.6 B,Japan,internet media,1931,47,Media & Entertainment,Asia
Stefano Gabbana,$1.6 B,Italy,luxury goods,1931,58,Fashion & Retail, Europe
Alexandre Grendene Bartelle,$1.6 B,Brazil,shoes,1931,71,Fashion & Retail,South America
Geeta Gupta-Fisker,$1.6 B,United Kingdom,â˜…,1931,46,Automotive, Europe
Heikki Herlin,$1.6 B,Finland,"elevators, escalators",1931,34,Manufacturing, Europe
Asok Kumar Hiranandani,$1.6 B,Singapore,real estate,1931,66,Real Estate,Asia
Niranjan Hiranandani,$1.6 B,India,real estate,1931,71,Real Estate,Asia
Ho Hung Anh,$1.6 B,Vietnam,"consumer products, banking",1931,50,Finance & Investments,Asia
Huang Zhengcong,$1.6 B,Hong Kong,electronics,1931,54,Technology,Asia
"B. Wayne Hughes, Jr.",$1.6 B,United States,storage facilities,1931,60,Real Estate,North America
Jiang Yintai & family,$1.6 B,China,auto parts,1931,70,Automotive,Asia
Michael Jordan,$1.6 B,United States,"Charlotte Hornets, endorsements",1931,58,Sports,North America
Ke Guihua,$1.6 B,China,auto parts,1931,55,Manufacturing,Asia
Alexander Klyachin,$1.6 B,Russia,real estate,1931,53,Real Estate,Europe and Asia
William Koch,$1.6 B,United States,"oil, investments",1931,80,Energy,North America
Sebastian Kulczyk,$1.6 B,Poland,diversified,1931,40,Finance & Investments, Europe
Robert Langer,$1.6 B,United States,biotech,1931,72,Healthcare,North America
Manuel Lao Hernandez,$1.6 B,Spain,casinos,1931,76,Gambling & Casinos, Western Europe
Michael Lee-Chin,$1.6 B,Canada,mutual funds,1931,70,Finance & Investments,North America
Li Li,$1.6 B,China,pharmaceuticals,1931,57,Healthcare,Asia
Li Zhen & family,$1.6 B,China,lithium batteries,1931,57,Manufacturing,Asia
Liang Yanfeng & family,$1.6 B,China,real estate,1931,56,Real Estate,Asia
Jenny LindÃ©n Urnes,$1.6 B,Sweden,powdered metal,1931,50,Manufacturing, Europe
Liu Yingqi,$1.6 B,China,technology,1931,44,Technology,Asia
Catherine Lozick,$1.6 B,United States,valve manufacturing,1931,75,Manufacturing,North America
Gary Magness,$1.6 B,United States,"cable TV, investments",1931,67,Media & Entertainment,North America
Mao Lixiang & family,$1.6 B,China,cooking appliances,1931,80,Technology,Asia
David Mindus,$1.6 B,Sweden,real estate,1931,49,Real Estate, Europe
Massimo Moratti,$1.6 B,Italy,oil refinery,1931,75,Energy, Europe
Mario Moretti Polegato & family,$1.6 B,Italy,shoes,1931,68,Fashion & Retail, Europe
Ni Zugen,$1.6 B,China,appliances,1931,64,Manufacturing,Asia
Kentaro Ogawa,$1.6 B,Japan,restaurants,1931,72,Food & Beverage,Asia
Tomas Olivo Lopez,$1.6 B,Spain,shopping centers,1931,47,Real Estate, Western Europe
Rubens Ometto Silveira Mello,$1.6 B,Brazil,"sugar, ethanol",1931,71,Energy,South America
Pan Gang,$1.6 B,China,dairy,1931,50,Food & Beverage,Asia
Ajay Parekh,$1.6 B,India,adhesives,1931,63,Manufacturing,Asia
David Paul,$1.6 B,United States,medical devices,1931,54,Healthcare,North America
Nelson Peltz,$1.6 B,United States,investments,1931,78,Finance & Investments,North America
Petro Poroshenko,$1.6 B,Ukraine,confectionery,1931,55,Food & Beverage, Europe
G. Rajendran,$1.6 B,India,jewellery,1931,78,Fashion & Retail,Asia
P.P. Reddy,$1.6 B,India,infrastructure,1931,63,Construction & Engineering,Asia
Francisco Jose Riberas Mera,$1.6 B,Spain,"steel, autoparts",1931,56,Manufacturing, Western Europe
Juan Maria Riberas Mera,$1.6 B,Spain,"steel, investments",1931,52,Metals & Mining, Western Europe
Subhash Runwal,$1.6 B,India,real estate,1931,77,Real Estate,Asia
Deniz Sahenk,$1.6 B,Turkey,diversified,1931,75,Diversified,Europe and Asia
Bhadresh Shah,$1.6 B,India,engineering,1931,69,Manufacturing,Asia
Shen Hua & family,$1.6 B,United States,semiconductors,1931,58,Technology,North America
Barry Silbert,$1.6 B,United States,cryptocurrency,1931,44,Finance & Investments,North America
Leonid Simanovsky,$1.6 B,Russia,investments,1931,71,Finance & Investments,Europe and Asia
Peter Sperling,$1.6 B,United States,education,1931,61,Service,North America
Sun Weijie,$1.6 B,China,oilfield equipment,1931,57,Manufacturing,Asia
